20110125_RW10890_pal-1_L3	172	15347	91
20110125_RW10890_pal-1_L3	173	15437	90
20110125_RW10890_pal-1_L3	174	15527	90
20110125_RW10890_pal-1_L3	175	15617	90
20110125_RW10890_pal-1_L3	176	15707	90
20110125_RW10890_pal-1_L3	177	15798	91
20110125_RW10890_pal-1_L3	178	15888	90
20110125_RW10890_pal-1_L3	179	15979	91
20110125_RW10890_pal-1_L3	180	16069	90
20110125_RW10890_pal-1_L3	181	16159	90
20110125_RW10890_pal-1_L3	182	16249	90
20110125_RW10890_pal-1_L3	183	16340	91
20110125_RW10890_pal-1_L3	184	16430	90
20110125_RW10890_pal-1_L3	185	16521	91
20110125_RW10890_pal-1_L3	186	16612	91
20110125_RW10890_pal-1_L3	187	16702	90
20110125_RW10890_pal-1_L3	188	16792	90
20110125_RW10890_pal-1_L3	189	16882	90
20110125_RW10890_pal-1_L3	190	16972	90
20110125_RW10890_pal-1_L3	191	17063	91
20110125_RW10890_pal-1_L3	192	17153	90
20110125_RW10890_pal-1_L3	193	17243	90
20110125_RW10890_pal-1_L3	194	17334	91
20110125_RW10890_pal-1_L3	195	17424	90
20110125_RW10890_pal-1_L3	196	17514	90
20110125_RW10890_pal-1_L3	197	17604	90
20110125_RW10890_pal-1_L3	198	17695	91
20110125_RW10890_pal-1_L3	199	17786	91
20110125_RW10890_pal-1_L3	200	17877	91
20110125_RW10890_pal-1_L3	201	17965	88
20110125_RW10890_pal-1_L3	202	18056	91
20110125_RW10890_pal-1_L3	203	18146	90
20110125_RW10890_pal-1_L3	204	18236	90
20110125_RW10890_pal-1_L3	205	18327	91
20110125_RW10890_pal-1_L3	206	18417	90
20110125_RW10890_pal-1_L3	207	18508	91
20110125_RW10890_pal-1_L3	208	18598	90
20110125_RW10890_pal-1_L3	209	18689	91
20110125_RW10890_pal-1_L3	210	18779	90
20110125_RW10890_pal-1_L3	211	18869	90
20110125_RW10890_pal-1_L3	212	18960	91
20110125_RW10890_pal-1_L3	213	19050	90
20110125_RW10890_pal-1_L3	214	19140	90
20110125_RW10890_pal-1_L3	215	19231	91
20110125_RW10890_pal-1_L3	216	19321	90
20110125_RW10890_pal-1_L3	217	19411	90
20110125_RW10890_pal-1_L3	218	19502	91
20110125_RW10890_pal-1_L3	219	19593	91
20110125_RW10890_pal-1_L3	220	19683	90
20110125_RW10890_pal-1_L3	221	19773	90
20110125_RW10890_pal-1_L3	222	19864	91
20110125_RW10890_pal-1_L3	223	19954	90
20110125_RW10890_pal-1_L3	224	20045	91
20110125_RW10890_pal-1_L3	225	20136	91
20110125_RW10890_pal-1_L3	226	20227	91
20110125_RW10890_pal-1_L3	227	20318	91
20110125_RW10890_pal-1_L3	228	20407	89
20110125_RW10890_pal-1_L3	229	20496	89
20110125_RW10890_pal-1_L3	230	20588	92
20110125_RW10890_pal-1_L3	231	20680	92
20110125_RW10890_pal-1_L3	232	20771	91
20110125_RW10890_pal-1_L3	233	20861	90
20110125_RW10890_pal-1_L3	234	20952	91
20110125_RW10890_pal-1_L3	235	21042	90
20110125_RW10890_pal-1_L3	236	21133	91
20110125_RW10890_pal-1_L3	237	21223	90
20110125_RW10890_pal-1_L3	238	21313	90
20110125_RW10890_pal-1_L3	239	21404	91
20110125_RW10890_pal-1_L3	240	21495	91
20110125_RW10890_pal-1_L3	241	21586	91
20110125_RW10890_pal-1_L3	242	21676	90
20110125_RW10890_pal-1_L3	243	21767	91
20110125_RW10890_pal-1_L3	244	21857	90
20110125_RW10890_pal-1_L3	245	21948	91
20110125_RW10890_pal-1_L3	246	22039	91
20110125_RW10890_pal-1_L3	247	22130	91
20110125_RW10890_pal-1_L3	248	22220	90
20110125_RW10890_pal-1_L3	249	22311	91
20110125_RW10890_pal-1_L3	250	22402	91
20110125_RW10890_pal-1_L3	251	22493	91
20110125_RW10890_pal-1_L3	252	22584	91
20110125_RW10890_pal-1_L3	253	22674	90
20110125_RW10890_pal-1_L3	254	22765	91
20110125_RW10890_pal-1_L3	255	22856	91
20110125_RW10890_pal-1_L3	256	22947	91
20110125_RW10890_pal-1_L3	257	24743	1796
20110125_RW10890_pal-1_L3	258	26539	1796
20110125_RW10890_pal-1_L3	259	28335	1796
20110125_RW10890_pal-1_L3	260	30130	1795
20110125_RW10890_pal-1_L3	261	31925	1795
20110125_RW10890_pal-1_L3	262	33721	1796
20110125_RW10890_pal-1_L3	263	35516	1795
20110125_RW10890_pal-1_L3	264	35607	91
20110125_RW10890_pal-1_L3	265	37403	1796
20110125_RW10890_pal-1_L3	266	39199	1796
20110125_RW10890_pal-1_L3	267	40995	1796
20110125_RW10890_pal-1_L3	268	42791	1796
20110125_RW10890_pal-1_L3	269	44587	1796
20110125_RW10890_pal-1_L3	270	46382	1795
20110125_RW10890_pal-1_L3	271	48178	1796
