cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
MSapaapa:123,MSapaapa,123,8109,-16890,2924,2931,8109,24.9,462,336,27,300047
MSapaapp:123,MSapaapp,123,8822,-16177,3279,3261,8822,25.8,368,325,32,342284
MSapap:62,MSapap,62,5662,-19337,143,159,5662,26.2,364,338,40,364014
MSapapa:85,MSapapa,85,5382,-19617,0,6,5382,34.0,421,348,35,459401
MSapapaa:113,MSapapaa,113,5133,-19866,8,49,5133,31.9,463,351,30,405780
MSapapap:113,MSapapap,113,5128,-19871,9,10,5128,31.6,429,349,30,393041
MSapapp:85,MSapapp,85,5454,-19545,-29,-24,5454,39.8,377,342,36,534017
MSapappa:117,MSapappa,117,5176,-19823,11,-14,5176,45.0,457,340,30,419122
MSapappp:117,MSapappp,117,5212,-19787,-10,-29,5212,47.0,426,326,32,444552
MSapp:42,MSapp,42,7140,-17859,930,930,7140,23.9,296,389,47,733979
MSappa:62,MSappa,62,5877,-19122,348,352,5877,27.4,324,344,40,372937
MSappaa:87,MSappaa,87,5692,-19307,278,291,5692,32.7,374,334,35,449881
MSappaaa:125,MSappaaa,125,5416,-19583,-82,-24,5416,34.8,380,335,30,414841
MSappaap:125,MSappaap,125,5727,-19272,33,212,5727,28.6,279,320,30,305149
MSappap:87,MSappap,87,5460,-19539,-6,43,5460,28.6,347,349,34,431955
MSappapa:129,MSappapa,129,5204,-19795,-131,-53,5204,30.3,393,359,27,230467
MSappapp:129,MSappapp,129,5102,-19897,-148,-115,5102,28.4,372,350,31,591492
MSappp:62,MSappp,62,6030,-18969,429,428,6030,29.8,265,343,41,433752
MSapppa:90,MSapppa,90,5651,-19348,74,101,5651,37.9,344,352,35,494219
MSapppaa:122,MSapppaa,122,5151,-19848,-80,-79,5151,33.3,395,376,31,473525
MSapppap:122,MSapppap,122,5260,-19739,-24,-23,5260,42.4,393,343,32,499864
MSapppp:90,MSapppp,90,5605,-19394,-117,-66,5605,41.1,303,332,37,583878
MSappppa:128,MSappppa,128,5239,-19760,8,-18,5239,46.5,385,316,33,515126
MSappppp:128,MSappppp,128,5172,-19827,-150,-167,5172,47.0,338,325,32,479459
MSp:11,MSp,11,6308,-18691,502,501,6308,21.2,349,284,60,819412
MSpa:25,MSpa,25,6694,-18305,692,692,6694,20.5,411,291,54,621600
MSpaa:41,MSpaa,41,6832,-18167,689,688,6832,27.1,428,267,47,587174
MSpaaa:60,MSpaaa,60,5874,-19125,348,348,5874,27.5,486,228,45,394516
MSpaaaa:78,MSpaaaa,78,5566,-19433,196,192,5566,32.8,558,237,38,475655
MSpaaaaa:102,MSpaaaaa,102,5078,-19921,-4,-26,5078,38.7,555,254,33,532661
MSpaaaaaa:160,MSpaaaaaa,160,4884,-20115,-53,-66,4884,47.5,522,268,28,353631
MSpaaaaap:160,MSpaaaaap,160,5023,-19977,24,3,5023,48.0,487,253,26,307534
MSpaaaap:102,MSpaaaap,102,5177,-19822,1,-3,5177,37.5,533,245,36,548959
MSpaaaapa:134,MSpaaaapa,134,5080,-19919,109,84,5080,39.9,499,271,32,480725
MSpaaaapp:134,MSpaaaapp,134,4883,-20117,-104,-136,4883,43.5,485,238,30,378792
MSpaaap:78,MSpaaap,78,5486,-19513,144,138,5486,37.6,494,241,38,468907
MSpaaapa:103,MSpaaapa,103,5128,-19871,-38,-42,5128,44.0,494,266,32,463441
MSpaaapaa:147,MSpaaapaa,147,4898,-20101,-54,-46,4898,47.6,438,268,27,312523
MSpaaapap:147,MSpaaapap,147,4833,-20166,-120,-134,4833,46.7,407,261,27,341921
MSpaaapp:103,MSpaaapp,103,5167,-19832,-74,-84,5167,43.6,469,248,36,519377
MSpaaappa:132,MSpaaappa,132,4935,-20064,-5,-24,4935,42.0,458,259,30,357613
MSpaaappp:132,MSpaaappp,132,4861,-20138,-172,-192,4861,44.4,417,236,30,357652
MSpaap:60,MSpaap,60,5661,-19338,182,184,5661,27.4,402,244,41,351926
MSpaapa:82,MSpaapa,82,5167,-19832,-109,-107,5167,35.8,461,235,38,473298
MSpaapaa:106,MSpaapaa,106,4899,-20100,-111,-124,4899,36.2,485,229,31,436010
MSpaapaaa:155,MSpaapaaa,155,4898,-20101,-1,-61,4898,42.0,476,228,26,292822
MSpaapaap:155,MSpaapaap,155,4813,-20186,-94,-121,4813,43.5,443,220,27,346760
MSpaapap:106,MSpaapap,106,4973,-20026,-111,-121,4973,37.0,455,221,35,483310
MSpaapapa:140,MSpaapapa,140,4764,-20235,-105,-132,4764,36.5,444,249,30,383251
MSpaapapp:140,MSpaapapp,140,4875,-20124,-69,-90,4875,38.9,408,236,31,408483
MSpaapp:82,MSpaapp,82,5210,-19789,-49,-58,5210,38.9,385,235,30,332214
MSpap:41,MSpap,41,6269,-18730,254,257,6269,16.1,338,292,49,373164
MSpapa:59,MSpapa,59,5554,-19445,109,112,5554,17.3,366,235,42,189210
MSpapaa:78,MSpapaa,78,5268,-19731,113,112,5268,21.5,398,240,38,249163
MSpapaaa:101,MSpapaaa,101,5100,-19899,70,56,5100,23.5,420,259,32,298452
MSpapaaaa:135,MSpapaaaa,135,4810,-20189,-24,-39,4810,23.1,407,224,28,280689
MSpapaaap:135,MSpapaaap,135,4941,-20058,7,2,4941,26.2,379,216,30,274812
MSpapaap:101,MSpapaap,101,5081,-19918,-21,-21,5081,26.9,386,232,34,320273
MSpapaapa:133,MSpapaapa,133,5005,-19994,-16,-21,5005,32.6,407,211,31,381461
MSpapaapp:133,MSpapaapp,133,5097,-19902,22,-4,5097,35.8,374,225,31,400295
MSpapap:78,MSpapap,78,5093,-19907,2,0,5093,16.1,347,255,34,173211
MSpapapa:106,MSpapapa,106,4894,-20105,-71,-74,4894,23.3,362,247,30,330391
MSpapapp:106,MSpapapp,106,4977,-20022,5,6,4977,20.6,345,250,32,264980
MSpapappa:141,MSpapappa,141,4965,-20034,16,12,4965,28.9,374,240,30,325155
MSpapappp:141,MSpapappp,141,4931,-20068,-50,-24,4931,22.2,323,244,29,273799
MSpapp:59,MSpapp,59,5486,-19513,85,89,5486,14.2,283,233,41,166443
MSpappa:83,MSpappa,83,5082,-19917,36,33,5082,18.6,325,232,32,242134
MSpappaa:133,MSpappaa,133,5432,-19567,75,146,5432,20.0,266,256,30,305192
MSpappap:133,MSpappap,133,5337,-19662,213,250,5337,19.8,283,197,30,269816
MSpappp:83,MSpappp,83,5062,-19937,-24,-17,5062,18.7,290,239,38,257155
MSpapppa:124,MSpapppa,124,4927,-20072,-46,-50,4927,23.1,328,154,37,403154
MSpapppp:124,MSpapppp,124,4957,-20042,-82,-66,4957,21.9,282,205,33,312730
MSpp:25,MSpp,25,6299,-18701,349,349,6299,15.7,304,236,54,506017
MSppa:43,MSppa,43,6233,-18766,251,250,6233,16.7,317,183,46,346042
MSppaa:61,MSppaa,61,5654,-19345,222,221,5654,29.1,385,177,39,344490
MSppaaa:85,MSppaaa,85,5178,-19821,18,18,5178,26.9,519,211,36,343910
MSppaaaa:112,MSppaaaa,112,4898,-20101,-20,-28,4898,23.7,546,236,30,331864
MSppaaap:112,MSppaaap,112,4941,-20058,-18,-24,4941,31.5,521,220,29,317231
MSppaap:85,MSppaap,85,5444,-19555,315,318,5444,26.5,460,195,35,370630
MSppaapa:123,MSppaapa,123,7037,-17962,2000,1984,7037,24.4,473,197,27,274934
MSppaapp:123,MSppaapp,123,7442,-17557,2130,2100,7442,24.5,372,192,30,252140
MSppap:61,MSppap,61,5430,-19569,21,29,5430,26.1,334,183,41,314991
MSppapa:85,MSppapa,85,5380,-19619,162,162,5380,33.5,453,173,35,367129
MSppapaa:115,MSppapaa,115,4998,-20001,-1,68,4998,28.8,485,196,28,292785
MSppapap:115,MSppapap,115,5366,-19633,283,293,5366,32.1,447,175,31,350896
MSppapp:85,MSppapp,85,5416,-19583,114,110,5416,38.3,420,162,36,474735
MSppappa:121,MSppappa,121,5160,-19839,125,107,5160,44.6,504,204,32,444855
MSppappp:121,MSppappp,121,5125,-19874,20,16,5125,46.2,458,202,33,483628
MSppp:43,MSppp,43,6236,-18763,223,235,6236,14.7,234,234,46,332257
MSpppa:62,MSpppa,62,5561,-19438,166,175,5561,24.9,289,162,40,297855
MSpppaa:86,MSpppaa,86,5177,-19822,32,39,5177,29.2,403,166,34,330821
MSpppaaa:124,MSpppaaa,124,5046,-19953,-53,8,5046,31.8,398,179,31,340701
MSpppaap:124,MSpppaap,124,5278,-19721,173,244,5278,28.6,319,172,32,291581
MSpppap:86,MSpppap,86,5114,-19885,-63,-30,5114,26.1,372,156,34,315629
MSpppapa:129,MSpppapa,129,4909,-20091,-142,-90,4909,29.9,417,161,28,327879
MSpppapp:129,MSpppapp,129,4840,-20159,-99,-64,4840,27.0,398,166,32,346794
MSpppp:62,MSpppp,62,5622,-19377,177,176,5622,27.3,243,162,40,382411
MSppppa:91,MSppppa,91,5202,-19797,-27,-22,5202,36.1,386,145,35,439324
MSppppaa:127,MSppppaa,127,4909,-20090,-98,-98,4909,34.4,432,144,31,403991
MSppppap:127,MSppppap,127,4993,-20006,-84,-88,4993,41.6,432,179,31,441194
MSppppp:91,MSppppp,91,5277,-19722,-115,-96,5277,38.7,335,144,36,479450
MSpppppa:129,MSpppppa,129,5080,-19919,-6,-28,5080,47.2,410,196,31,439217
MSpppppp:129,MSpppppp,129,5050,-19949,-280,-238,5050,44.7,363,168,32,419872
E:3,E,3,6774,-18225,773,773,6774,32.4,222,339,67,2168140
Ea:12,Ea,12,7284,-17715,1169,1169,7284,27.6,294,345,63,1620966
Eal:37,Eal,37,6425,-18574,284,284,6425,30.1,317,326,54,1142345
Eala:63,Eala,63,5566,-19433,14,8,5566,37.5,388,290,48,754000
Ealaa:100,Ealaa,100,5397,-19602,35,24,5397,42.3,384,275,36,406883
Ealap:100,Ealap,100,5385,-19614,21,2,5385,42.2,336,263,37,408217
Ealp:63,Ealp,63,5560,-19439,-56,-43,5560,35.7,284,293,46,632703
Ealpa:100,Ealpa,100,5340,-19659,14,17,5340,37.8,318,280,37,429127
Ealpp:100,Ealpp,100,5914,-19085,573,565,5914,37.9,260,267,39,454462
Ear:37,Ear,37,6430,-18569,304,306,6430,31.5,324,228,56,1175373
Eara:63,Eara,63,5392,-19607,-50,-53,5392,38.0,383,203,46,644890
Earaa:104,Earaa,104,5134,-19865,-43,-52,5134,40.2,385,225,35,383812
Earap:104,Earap,104,5154,-19845,-59,-47,5154,41.7,336,217,38,435848
Earp:63,Earp,63,5373,-19626,-58,-57,5373,35.9,323,232,46,608572
Earpa:104,Earpa,104,5072,-19927,-49,-42,5072,33.5,348,231,37,453872
Earpp:104,Earpp,104,5835,-19164,618,615,5835,38.5,288,220,40,468822
Ep:12,Ep,12,8294,-16705,2001,2009,8294,34.7,198,300,62,2115271
Epl:39,Epl,39,7361,-17638,986,1044,7361,40.4,236,279,56,1494126
Epla:68,Epla,68,5783,-19216,260,258,5783,42.7,258,245,45,626891
Eplaa:107,Eplaa,107,5199,-19800,-110,-78,5199,44.9,281,255,37,350667
Eplap:107,Eplap,107,5242,-19757,-84,-69,5242,43.1,230,245,36,340293
Eplp:68,Eplp,68,5736,-19263,15,61,5736,36.1,188,268,46,632620
Eplpa:110,Eplpa,110,5128,-19871,-134,-116,5128,36.2,209,256,39,358120
Eplpp:110,Eplpp,110,5109,-19890,-158,-137,5109,27.6,193,250,37,265171
Epr:39,Epr,39,6632,-18367,516,519,6632,28.8,216,228,55,960208
Epra:68,Epra,68,5708,-19291,241,243,5708,40.1,287,182,47,667088
Epraa:109,Epraa,109,5228,-19771,-53,-7,5228,45.5,297,205,38,401227
Eprap:109,Eprap,109,5311,-19688,25,71,5311,41.6,246,208,36,320539
Eprp:68,Eprp,68,5702,-19297,119,144,5702,35.2,203,207,48,666418
Eprpa:116,Eprpa,116,5037,-19962,-130,-134,5037,36.6,213,207,39,371889
Eprpp:116,Eprpp,116,5097,-19902,-55,-59,5097,28.9,214,216,37,298066
P2:1,P2,1,5852,-19147,29,29,5852,34.6,180,238,62,2166190
C:4,C,4,7965,-17034,1911,1911,7965,46.1,229,209,69,3215658
Ca:14,Ca,14,9363,-15636,3021,3021,9363,46.4,307,256,60,2089868
Caa:30,Caa,30,11428,-13571,4850,4846,11428,49.3,338,272,53,1496899
Caaa:52,Caaa,52,10052,-14947,3734,3731,10052,48.4,319,287,48,857252
Caaaa:75,Caaaa,75,9618,-15381,3576,3552,9618,49.7,196,281,42,684403
Caaaaa:103,Caaaaa,103,7099,-17900,1523,1540,7099,53.0,250,243,39,727933
Caaaap:103,Caaaap,103,7141,-17858,1325,1380,7141,51.6,191,236,39,689910
Caaap:75,Caaap,75,9540,-15459,3316,3336,9540,39.0,136,287,41,625315
Caaapa:103,Caaapa,103,8736,-16263,2609,2674,8736,45.9,146,245,36,644091
Caaapp:103,Caaapp,103,8605,-16394,2624,2677,8605,37.0,122,234,37,671098
Caap:52,Caap,52,10020,-14979,3676,3690,10020,49.7,213,289,45,892777
Caapa:79,Caapa,79,7142,-17857,1248,1310,7142,23.7,120,242,36,532217
Caapaa:151,Caapaa,151,5455,-19544,-102,-18,5455,17.8,168,231,34,402400
Caapap:151,Caapap,151,5776,-19223,-244,-159,5776,19.5,130,216,29,338177
Caapp:79,Caapp,79,7348,-17651,1385,1466,7348,20.7,111,272,40,430329
Caappd:112,Caappd,112,6616,-18383,909,982,6616,23.1,97,242,37,529338
Caappv:112,Caappv,112,5953,-19046,190,317,5953,13.8,126,237,31,348559
Cap:30,Cap,30,11382,-13617,4742,4745,11382,49.0,227,317,54,1694322
Capa:54,Capa,54,10187,-14812,3962,3958,10187,37.9,223,351,48,793244
Capaa:84,Capaa,84,8237,-16762,2198,2216,8237,22.6,224,317,39,389451
Capaaa:115,Capaaa,115,8464,-16535,2296,2344,8464,28.9,255,339,36,509857
Capaaaa:160,Capaaaa,160,7840,-17160,1605,1627,7840,34.1,282,355,30,366079
Capaaap:160,Capaaap,160,7513,-17486,1368,1372,7513,31.3,239,337,30,304542
Capaap:115,Capaap,115,7639,-17360,1594,1682,7639,24.2,228,310,36,470664
Capap:84,Capap,84,7413,-17587,1381,1453,7413,18.2,187,278,39,297048
Capapa:112,Capapa,112,8293,-16706,2000,2085,8293,29.4,201,325,36,556001
Capapp:112,Capapp,112,6911,-18088,1010,1087,6911,19.6,201,291,35,390090
Capp:54,Capp,54,10521,-14479,4078,4084,10521,36.5,151,322,45,746853
Cappa:83,Cappa,83,8831,-16168,2718,2721,8831,29.8,154,310,40,577365
Cappaa:113,Cappaa,113,8147,-16852,1929,1967,8147,40.6,178,303,36,582830
Cappaaa:154,Cappaaa,154,7169,-17830,990,1044,7169,47.1,189,308,31,400979
Cappaap:154,Cappaap,154,6762,-18237,701,827,6762,43.4,158,273,31,393581
Cappap:113,Cappap,113,7504,-17495,1450,1525,7504,30.6,170,300,35,502226
Cappapa:159,Cappapa,159,6947,-18052,784,896,6947,33.5,152,310,30,407472
Cappapp:159,Cappapp,159,6553,-18446,815,799,6553,28.1,136,276,30,349539
Cappp:83,Cappp,83,7137,-17862,1053,1135,7137,18.9,152,270,38,354753
Capppa:116,Capppa,116,6953,-18046,935,1014,6953,31.7,138,276,36,551820
Capppaa:163,Capppaa,163,6658,-18342,509,551,6658,41.0,129,264,30,395793
Capppap:163,Capppap,163,6679,-18321,400,692,6679,33.0,110,250,32,448491
Capppp:116,Capppp,116,6105,-18894,524,553,6105,21.3,147,251,36,498565
Cp:14,Cp,14,9712,-15287,3313,3313,9712,41.9,206,198,61,2186605
Cpa:29,Cpa,29,11117,-13883,4415,4415,11117,48.4,224,186,54,1566610
Cpaa:50,Cpaa,50,10440,-14559,3914,3904,10440,49.9,224,184,47,893118
Cpaaa:72,Cpaaa,72,8946,-16053,2927,2917,8946,50.6,196,207,40,585246
Cpaaaa:103,Cpaaaa,103,6610,-18389,1090,1096,6610,52.9,280,179,38,621094
Cpaaap:103,Cpaaap,103,6701,-18298,1041,1092,6701,51.5,216,200,37,571015
Cpaap:72,Cpaap,72,9011,-15988,2899,2908,9011,44.5,140,200,42,641502
Cpaapa:101,Cpaapa,101,7672,-17327,1772,1839,7672,49.7,168,219,38,588844
Cpaapp:101,Cpaapp,101,8050,-16949,1983,2055,8050,42.0,133,216,37,580701
Cpap:50,Cpap,50,10403,-14597,3953,3962,10403,45.7,149,252,46,919205
Cpapa:75,Cpapa,75,8566,-16433,2619,2638,8566,31.8,113,185,41,553471
Cpapaa:109,Cpapaa,109,6543,-18456,719,828,6543,30.5,112,199,36,549272
Cpapap:109,Cpapap,109,6878,-18121,1096,1196,6878,37.7,127,169,35,555972
Cpapp:75,Cpapp,75,7454,-17545,1580,1643,7454,20.0,100,226,38,373754
Cpappd:109,Cpappd,109,7484,-17515,1612,1652,7484,25.8,112,193,36,529521
Cpappv:109,Cpappv,109,6557,-18442,912,960,6557,15.5,126,193,32,345091
Cpp:29,Cpp,29,12062,-12937,5322,5325,12062,38.7,128,243,55,1640137
Cppa:52,Cppa,52,9895,-15104,3614,3614,9895,27.4,125,187,48,674167
Cppaa:83,Cppaa,83,6662,-18337,1034,1059,6662,19.8,245,193,40,260216
Cppaaa:115,Cppaaa,115,7232,-17767,1535,1541,7232,30.3,297,135,35,383649
Cppaaaa:159,Cppaaaa,159,6510,-18490,995,1031,6510,34.7,336,127,29,263927
Cppaaap:159,Cppaaap,159,6307,-18692,770,784,6307,32.1,288,132,27,208171
Cppaap:115,Cppaap,115,6957,-18042,1213,1291,6957,27.0,253,152,36,413628
Cppap:83,Cppap,83,6818,-18181,939,1003,6818,18.3,193,209,39,238638
Cppapa:115,Cppapa,115,7894,-17105,1790,1895,7894,33.3,235,135,35,485358
Cppapaa:165,Cppapaa,165,6441,-18559,216,379,6441,43.0,250,130,30,291386
Cppapap:165,Cppapap,165,6068,-18932,173,197,6068,43.0,210,124,30,320594
Cppapp:115,Cppapp,115,6771,-18229,944,1009,6771,22.2,218,163,34,302117
Cppp:52,Cppp,52,10633,-14366,4084,4093,10633,33.5,125,279,46,759387
Cpppa:77,Cpppa,77,7772,-17227,1757,1754,7772,26.2,165,167,38,347708
Cpppaa:108,Cpppaa,108,7338,-17661,1220,1358,7338,36.3,251,137,37,549854
Cpppaaa:148,Cpppaaa,148,6797,-18202,1010,1037,6797,40.0,284,120,30,357050
Cpppaap:148,Cpppaap,148,6772,-18227,932,985,6772,47.2,232,155,31,388238
Cpppap:108,Cpppap,108,7220,-17779,1250,1299,7220,32.3,202,151,34,438696
Cpppapa:153,Cpppapa,153,6616,-18383,750,809,6616,36.1,195,134,29,316254
Cpppapp:153,Cpppapp,153,6310,-18689,671,683,6310,29.6,161,150,32,371083
Cpppp:77,Cpppp,77,6935,-18064,979,1041,6935,18.6,144,220,39,300477
Cppppa:109,Cppppa,109,7192,-17807,1275,1333,7192,32.9,175,163,34,452701
Cppppaa:148,Cppppaa,148,6420,-18579,701,739,6420,45.2,192,166,31,379363
Cppppap:148,Cppppap,148,6676,-18323,737,889,6676,37.6,155,176,31,401012
Cppppp:109,Cppppp,109,6045,-18954,514,515,6045,22.7,161,198,35,370232
Cpppppd:162,Cpppppd,162,6092,-18908,380,467,6092,28.7,135,180,30,338136
Cpppppv:162,Cpppppv,162,5521,-19479,112,135,5521,19.7,168,197,29,231885
P3:4,P3,4,7306,-17693,1276,1283,7306,29.7,127,271,63,2414544
D:18,D,18,9867,-15132,3338,3353,9867,31.0,118,264,57,1709649
Da:40,Da,40,10579,-14420,4104,4102,10579,28.9,185,358,51,995107
Daa:69,Daa,69,7037,-17962,1376,1376,7037,22.8,266,308,40,223250
Daaa:98,Daaa,98,9617,-15382,3359,3331,9617,34.0,320,350,34,256592
Daaaa:134,Daaaa,134,8647,-16352,2569,2515,8647,37.9,364,356,29,217077
Daaap:134,Daaap,134,7922,-17077,1968,1994,7922,32.6,314,354,30,190952
Daap:98,Daap,98,7253,-17746,1070,1176,7253,30.4,260,331,37,252305
Daapa:136,Daapa,136,6778,-18222,629,739,6778,38.2,254,359,31,231129
Daapp:136,Daapp,136,6746,-18254,298,436,6746,39.8,208,331,30,203448
Dap:69,Dap,69,7313,-17687,1504,1509,7313,22.2,191,285,44,264277
Dapa:94,Dapa,94,7965,-17034,1893,1909,7965,38.5,260,328,37,281821
Dapaa:127,Dapaa,127,6909,-18090,1040,1052,6909,39.9,308,359,30,192784
Dapap:127,Dapap,127,6992,-18007,932,1026,6992,41.7,266,342,30,201249
Dapp:94,Dapp,94,7510,-17489,1281,1343,7510,33.7,212,300,38,240745
Dappa:127,Dappa,127,6667,-18332,804,859,6667,46.3,262,319,35,259183
Dappp:127,Dappp,127,6563,-18436,525,575,6563,43.0,216,313,33,216915
Dp:40,Dp,40,8592,-16407,2196,2189,8592,19.3,137,278,49,607094
Dpa:68,Dpa,68,6597,-18402,1090,1085,6597,21.8,269,187,40,180084
Dpaa:96,Dpaa,96,6759,-18240,1164,1176,6759,31.6,359,141,32,188968
Dpaaa:132,Dpaaa,132,6303,-18696,947,914,6303,35.8,401,129,26,171526
Dpaap:132,Dpaap,132,6360,-18639,933,921,6360,41.7,395,167,27,173485
Dpap:96,Dpap,96,5531,-19468,113,147,5531,26.6,317,176,34,112702
Dpapa:131,Dpapa,131,5244,-19755,48,58,5244,30.6,384,136,28,143954
Dpapp:131,Dpapp,131,5196,-19803,-1,1,5196,29.8,345,148,29,139642
Dpp:68,Dpp,68,7041,-17958,1209,1220,7041,21.4,186,216,43,230652
Dppa:93,Dppa,93,6870,-18129,1173,1186,6870,32.0,307,138,35,194227
Dppaa:127,Dppaa,127,6208,-18791,720,722,6208,37.4,357,124,28,174010
Dppap:127,Dppap,127,6514,-18485,811,844,6514,39.4,314,126,30,215889
Dppp:93,Dppp,93,6969,-18030,1114,1135,6969,32.9,257,160,36,202495
Dpppa:126,Dpppa,126,6355,-18644,746,739,6355,45.6,325,147,33,239933
Dpppp:126,Dpppp,126,6399,-18600,678,712,6399,46.2,269,149,35,298775
P4:18,P4,18,7433,-17566,1258,1259,7433,19.1,185,328,54,1036844
Z2:54,Z2,54,5370,-19630,83,97,5370,27.6,263,229,41,413946
Z3:54,Z3,54,5315,-19684,89,102,5315,24.2,309,288,41,410041
