cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABaraapp:50,ABaraapp,50,5726,-19273,14,19,5726,15.6,467,240,43,254981
ABaraappa:70,ABaraappa,70,5176,-19823,-16,-17,5176,19.9,510,255,39,342491
ABaraappaa:96,ABaraappaa,96,5003,-19996,-93,-96,5003,29.7,557,259,34,589263
ABaraappaaa:144,ABaraappaaa,144,4832,-20167,-50,-54,4832,32.6,563,276,28,426084
ABaraappaap:144,ABaraappaap,144,4956,-20043,26,-7,4956,37.4,550,264,29,438893
ABaraappap:96,ABaraappap,96,5011,-19988,-52,-56,5011,29.5,505,266,36,561492
ABaraappapa:133,ABaraappapa,133,4882,-20117,-45,-66,4882,34.6,528,257,33,640434
ABaraappapp:133,ABaraappapp,133,4801,-20198,-75,-91,4801,36.0,479,251,35,665518
ABaraappp:70,ABaraappp,70,5142,-19857,-41,-44,5142,21.6,447,240,38,327337
ABaraapppa:95,ABaraapppa,95,4972,-20027,-80,-82,4972,27.1,473,251,34,418674
ABaraapppaa:126,ABaraapppaa,126,4766,-20233,-104,-118,4766,30.8,471,221,30,411914
ABaraapppap:126,ABaraapppap,126,4863,-20136,-54,-70,4863,33.2,441,216,31,437850
ABaraapppp:95,ABaraapppp,95,4900,-20099,-156,-157,4900,29.8,432,228,34,575805
ABaraappppa:147,ABaraappppa,147,4786,-20213,-65,-55,4786,28.7,429,207,29,407226
ABaraappppp:147,ABaraappppp,147,4760,-20239,-97,-116,4760,31.4,412,247,29,417597
ABarap:18,ABarap,18,5901,-19098,76,76,5901,21.2,460,187,56,707273
ABarapa:33,ABarapa,33,6024,-18975,42,42,6024,22.1,512,178,48,505075
ABarapaa:50,ABarapaa,50,5761,-19238,-7,-5,5761,23.4,522,162,43,339961
ABarapaaa:70,ABarapaaa,70,5122,-19877,-41,-40,5122,16.0,558,233,37,323862
ABarapaaaa:100,ABarapaaaa,100,4857,-20142,-22,-30,4857,12.6,528,272,33,388733
ABarapaaaaa:143,ABarapaaaaa,143,4661,-20338,-31,-70,4661,17.3,533,276,29,404601
ABarapaaaap:143,ABarapaaaap,143,4633,-20366,-95,-132,4633,20.4,505,266,30,312086
ABarapaaap:100,ABarapaaap,100,4796,-20203,-20,-25,4796,12.8,492,284,31,364352
ABarapaaapa:151,ABarapaaapa,151,4618,-20381,-43,-64,4618,15.9,508,274,30,426966
ABarapaaapp:151,ABarapaaapp,151,4679,-20320,44,26,4679,17.8,482,262,28,478386
ABarapaap:70,ABarapaap,70,5147,-19852,-24,-31,5147,15.8,518,220,37,236933
ABarapaapa:95,ABarapaapa,95,4918,-20081,-20,-25,4918,19.9,515,252,32,463897
ABarapaapaa:148,ABarapaapaa,148,4654,-20345,-94,-126,4654,25.3,515,254,28,419139
ABarapaapap:148,ABarapaapap,148,4750,-20249,-29,-39,4750,27.6,504,231,25,308382
ABarapaapp:95,ABarapaapp,95,4943,-20056,-29,-36,4943,18.9,482,262,33,334069
ABarapaappa:128,ABarapaappa,128,4756,-20243,-38,-63,4756,25.3,470,249,30,424344
ABarapaappp:128,ABarapaappp,128,4725,-20274,-76,-87,4725,25.5,450,227,31,462958
ABarapap:50,ABarapap,50,5714,-19285,3,3,5714,19.3,458,157,42,230280
ABarapapa:69,ABarapapa,69,5110,-19889,-30,-33,5110,17.3,495,203,36,206621
ABarapapaa:94,ABarapapaa,94,4835,-20164,-33,-29,4835,13.5,468,268,32,340301
ABarapapaaa:140,ABarapapaaa,140,4761,-20238,0,-16,4761,25.2,480,257,28,421702
ABarapapaap:140,ABarapapaap,140,4647,-20352,-101,-128,4647,21.9,469,251,32,632148
ABarapapap:94,ABarapapap,94,4851,-20148,-26,-29,4851,13.0,417,283,34,323632
ABarapapapa:133,ABarapapapa,133,4670,-20329,3,-7,4670,14.6,452,264,30,416328
ABarapapapp:133,ABarapapapp,133,4676,-20323,1,5,4676,15.3,401,251,31,355331
ABarapapp:69,ABarapapp,69,5067,-19932,-67,-64,5067,15.9,452,198,38,195871
ABarapappa:92,ABarapappa,92,4849,-20150,-39,-44,4849,20.9,440,269,32,474335
ABarapappaa:155,ABarapappaa,155,4714,-20286,-43,-33,4714,29.4,458,290,28,415970
ABarapappap:155,ABarapappap,155,4777,-20223,37,28,4777,29.9,432,274,28,443125
ABarapappp:92,ABarapappp,92,4909,-20090,-61,-57,4909,17.2,425,234,34,221222
ABarapapppa:122,ABarapapppa,122,4681,-20318,-38,-44,4681,18.4,440,238,30,407831
ABarapapppp:122,ABarapapppp,122,4738,-20261,-15,-28,4738,20.0,402,229,33,401990
ABarapp:33,ABarapp,33,5957,-19042,62,61,5957,17.1,418,197,47,363892
ABarappa:51,ABarappa,51,5631,-19368,-8,-7,5631,17.3,417,181,41,207260
ABarappaa:71,ABarappaa,71,5088,-19911,-20,-19,5088,19.4,466,193,36,244875
ABarappaaa:100,ABarappaaa,100,4786,-20213,-23,-23,4786,12.2,479,226,31,277212
ABarappaaaa:145,ABarappaaaa,145,4609,-20390,-26,-23,4609,12.6,509,239,26,249472
ABarappaaap:145,ABarappaaap,145,4606,-20393,-35,-58,4606,14.3,474,226,30,215071
ABarappaap:100,ABarappaap,100,4784,-20215,6,9,4784,12.1,441,212,30,254315
ABarappaapa:147,ABarappaapa,147,4576,-20423,-18,-10,4576,10.4,479,255,29,321906
ABarappaapp:147,ABarappaapp,147,4546,-20453,-75,-62,4546,11.8,440,257,29,328512
ABarappap:71,ABarappap,71,5114,-19885,17,15,5114,17.1,412,177,35,171487
ABarappapa:97,ABarappapa,97,4804,-20195,-15,-10,4804,13.6,430,166,36,310239
ABarappapaa:137,ABarappapaa,137,4643,-20356,23,22,4643,12.8,451,173,29,315580
ABarappapap:137,ABarappapap,137,4595,-20404,-9,0,4595,12.2,417,186,31,300427
ABarappapp:97,ABarappapp,97,4797,-20202,20,22,4797,13.2,393,155,34,280732
ABarappappa:141,ABarappappa,141,4640,-20359,64,68,4640,13.3,375,166,30,287928
ABarappappp:141,ABarappappp,141,4603,-20396,-11,-6,4603,16.2,366,150,30,315325
ABarappp:51,ABarappp,51,5683,-19316,-5,-1,5683,19.6,373,177,42,258743
ABarapppa:70,ABarapppa,70,5127,-19872,-30,-34,5127,23.9,472,166,36,273900
ABarapppaa:99,ABarapppaa,99,4824,-20175,-12,-14,4824,12.0,528,209,34,397613
ABarapppaaa:144,ABarapppaaa,144,4715,-20284,-36,-53,4715,13.2,561,233,29,379123
ABarapppaap:144,ABarapppaap,144,4643,-20356,-22,-6,4643,11.6,528,224,29,455875
ABarapppap:99,ABarapppap,99,4798,-20201,-43,-44,4798,13.2,490,194,32,298000
ABarapppapa:143,ABarapppapa,143,4658,-20341,4,5,4658,11.8,490,212,28,295472
ABarapppapp:143,ABarapppapp,143,4599,-20400,-20,-21,4599,10.8,460,208,30,344837
ABarapppp:70,ABarapppp,70,5096,-19903,-50,-52,5096,22.7,424,144,37,234539
ABarappppa:96,ABarappppa,96,4879,-20120,-12,-12,4879,14.7,483,181,34,330753
ABarappppaa:134,ABarappppaa,134,4792,-20207,27,-10,4792,19.6,544,212,29,430869
